province,city,name,level,price,score,comments,addr
山西,五台山,五台山,5,135.0,4.5,5005.0,忻州市五台县台怀镇
山西,五台山,黛螺顶,0,0.0,4.7,710.0,忻州市五台县台怀镇五台山风景名胜区内
山西,五台山,五爷庙,0,0.0,4.6,397.0,忻州市五台县五台山风景区
山西,五台山,五台山风景名胜区-菩萨顶,0,0.0,4.6,248.0,忻州市五台县五台山风景区台怀镇内(显通寺东北约500米)
山西,五台山,显通寺,0,0.0,4.7,233.0,忻州市五台县五台山景区台怀镇内
山西,五台山,塔院寺,0,0.0,4.7,270.0,忻州市五台县五台山风景区台怀镇内
山西,五台山,南山寺,0,0.0,4.7,127.0,五台山风景区内，距离台怀镇约2公里
山西,五台山,普化寺,0,0.0,4.7,65.0,忻州市五台山台怀镇南面东山脚下
山西,五台山,东台顶,0,0.0,4.5,51.0,忻州市五台县五台山风景区内
山西,五台山,罗睺寺,0,0.0,4.7,82.0,忻州市五台县五台山风景区台怀镇内（显通寺和广仁寺之间）
山西,五台山,南台锦绣峰,0,0.0,4.4,34.0,忻州市五台县五台山风景区内
山西,五台山,南禅寺,0,0.0,4.6,53.0,忻州市五台县阳白乡李家村
山西,五台山,碧山寺,0,0.0,4.5,30.0,忻州市五台县五台山风景区内
山西,五台山,清凉寺,0,0.0,4.2,31.0,忻州市五台县台怀镇五台山风景名胜区内
山西,五台山,圆照寺,0,0.0,4.6,28.0,忻州市五台县五台山风景区内
山西,五台山,殊像寺,0,0.0,4.6,145.0,忻州市五台县台怀镇南面的凤林谷口
山西,五台山,佛光寺,0,0.0,4.7,95.0,忻州市五台县豆村镇佛光村（县城东北方向约30公里）
山西,五台山,龙泉寺,0,0.0,4.7,81.0,忻州市五台县五台山台怀镇东沟北的山岭下
山西,五台山,镇海寺,0,0.0,4.5,59.0,忻州市台怀镇以南约5公里处
山西,五台山,北台叶斗峰,0,0.0,4.4,55.0,忻州市五台县五台山风景区内
山西,五台山,金阁寺,0,0.0,4.4,29.0,忻州市五台县台怀镇五台山风景名胜区内
山西,五台山,西台挂月峰,0,0.0,4.4,33.0,忻州市五台县五台山风景区内
山西,五台山,大白塔,0,0.0,4.8,41.0,忻州市五台县五台山风景区塔院寺内
山西,五台山,万佛阁,0,0.0,4.1,42.0,忻州市五台县五台山风景区内
山西,五台山,中台翠岩峰,0,0.0,4.7,8.0,忻州市五台县五台山风景区内
山西,五台山,狮子窝,0,0.0,4.3,13.0,五台山竹林岭（又称狮子岭）上
山西,五台山,灵鹫峰,0,0.0,4.1,10.0,忻州市五台县五台山风景区内
山西,五台山,东台望海峰,0,0.0,4.7,29.0,忻州市繁峙县台怀镇五台山风景名胜区内
山西,五台山,佛母洞,0,0.0,4.4,59.0,忻州市五台县台怀镇
山西,五台山,观音洞,0,0.0,4.3,34.0,忻州市五台县五台山风景区内
山西,五台山,普寿寺,0,0.0,4.7,23.0,忻州市五台县台怀镇东庄村南端，近大白塔
山西,五台山,望海寺,0,0.0,4.3,17.0,忻州市五台县五台山风景区内东台顶
山西,五台山,灵应寺,0,0.0,4.4,18.0,忻州市五台县五台山风景区北台上
山西,五台山,吉祥寺,0,0.0,4.2,13.0,忻州市五台县五台山风景区内
山西,五台山,广化寺,0,0.0,4.6,38.0,忻州市五台县五台山风景区内
山西,五台山,尊胜寺,3,0.0,3.3,29.0,忻州市五台县五台山风景区内
山西,五台山,梵仙山,0,0.0,4.5,18.0,忻州市五台县五台山风景区内
山西,五台山,广宗寺,0,0.0,4.2,21.0,忻州市五台县五台山风景区内
山西,五台山,集福寺,0,0.0,4.2,18.0,忻州市五台县五台山风景区内
山西,五台山,演教寺,0,0.0,4.3,12.0,忻州市五台县五台山风景区内中台顶
山西,五台山,十方堂,0,0.0,4.3,20.0,忻州市五台县五台山风景区内（罗睺寺东侧）
山西,五台山,广济寺,0,0.0,4.3,14.0,忻州市五台县五台山风景区内
山西,五台山,般若泉,0,0.0,4.4,19.0,忻州市五台县五台山风景区内
山西,五台山,文殊寺,0,0.0,4.5,20.0,忻州市五台县台怀镇清水河东岸，明清一条街北口。
山西,五台山,竹林寺,0,0.0,4.8,17.0,忻州市五台山县台怀镇竹林寺村西侧
山西,大同,云冈石窟,5,100.0,4.7,8994.0,大同市云冈区云冈镇
山西,大同,悬空寺,0,15.0,4.6,3364.0,大同市浑源县东南郊恒山脚下
山西,大同,恒山,4,45.0,4.3,2271.0,大同市浑源县东南郊恒山脚下
山西,大同,华严寺,4,0.0,4.7,2165.0,大同市平城区下寺坡街459号
山西,大同,善化寺,0,0.0,4.5,255.0,大同市平城区南寺街6号(近楼房巷)
山西,大同,九龙壁,0,0.0,4.2,484.0,大同市平城区大东街18号
山西,大同,鼓楼,0,0.0,4.3,142.0,大同市平城区大南街与鼓楼东街交汇处
山西,大同,大同古城墙,0,0.0,4.6,310.0,大同市平城区御河南路93号附近
山西,大同,关帝庙,0,0.0,4.4,89.0,大同市平城区县楼北街36号
山西,大同,晋华宫国家矿山公园,4,0.0,4.4,66.0,大同市云冈区晋华宫
山西,大同,大同土林,0,38.0,4.2,342.0,大同市云州区杜庄乡杜庄村
山西,大同,20窟,0,0.0,4.7,61.0,大同市云冈区云冈镇云冈石窟昙曜五窟内
山西,大同,大同博物馆,0,0.0,4.5,151.0,大同市平城区太和路
山西,大同,清真大寺,0,0.0,4.3,93.0,大同市平城区大西街九楼巷5号
山西,大同,大同火山群,0,0.0,4.4,80.0,大同市云州区
山西,大同,井下探秘游,4,0.0,4.5,23.0,大同市云冈区晋华宫矿内
山西,大同,法华寺,0,0.0,4.6,109.0,大同市平城区和阳街
山西,大同,万佛洞,0,0.0,4.7,73.0,大同市云冈区云冈镇云冈石窟内
山西,大同,龙山,0,0.0,4.5,12.0,大同市浑源县西南
山西,大同,6窟,0,0.0,4.6,49.0,云冈石窟景区
山西,大同,9窟,0,0.0,4.7,49.0,山西大同市云冈石窟景区
山西,大同,1、2窟,0,0.0,4.5,33.0,山西省大同市云冈石窟景区
山西,大同,灵岩寺,0,0.0,4.5,44.0,大同市云冈区云冈石窟景区湖心岛中央
山西,大同,18窟,0,0.0,4.7,24.0,山西省大同市云冈石窟景区
山西,大同,3窟,0,0.0,4.7,27.0,山西省大同市云冈东部窟群区域的最西端
山西,大同,永安寺南院,0,0.0,4.1,16.0,大同市浑源县城永安西路南顺村附近
山西,大同,大同纯阳宫,0,0.0,4.2,103.0,大同市平城区鼓楼西街纯阳宫
山西,大同,得胜堡,0,0.0,4.5,26.0,大同市城北新荣区得胜堡村
山西,大同,10窟,0,0.0,4.8,20.0,山西省大同市云冈石窟景区
山西,大同,鲁班窑石窟,0,0.0,4.3,25.0,大同市云冈区云冈石窟以西约2公里处的十里河西岸的山丘上
山西,大同,观音堂,0,0.0,4.0,22.0,大同市平城区同云公路旁 (339省道北)
山西,大同,7、8窟,0,0.0,4.6,16.0,大同市云冈区云冈石窟内
山西,大同,平城遗址,0,0.0,4.5,45.0,大同市平城区东马路
山西,大同,昙曜五窟,0,0.0,4.9,23.0,山西大同云冈石窟景区
山西,大同,万人坑,0,0.0,4.5,36.0,大同市云冈区煤峪口南沟
山西,大同,白登山,0,0.0,3.8,12.0,大同市云州区城东五公里处
山西,大同,三龙壁,0,0.0,4.3,7.0,大同市平城区同云公路中段的观音堂内
山西,大同,昙曜广场,0,0.0,4.3,30.0,大同市云冈区云冈石窟内
山西,大同,采凉山,0,0.0,4.3,20.0,大同市阳高县长城乡堡子湾村西
山西,大同,真武庙,0,0.0,3.8,34.0,大同市浑源县停旨岭村，恒山索道附近
山西,大同,平型关战役遗址,0,0.0,4.3,45.0,"大同市繁峙县附近,灵丘县城西桥沟一带"
山西,大同,云林寺,0,0.0,3.9,22.0,大同市阳高县龙泉镇云林路
山西,大同,水神堂,0,0.0,4.7,25.0,大同市广灵县城南一里
山西,大同,九龙温泉度假村,0,88.0,4.2,75.0,大同市阳高县罗文皂镇孤山庙村东1号(紧邻夏孤线)
山西,大同,恒山九天宫,0,0.0,4.6,61.0,浑源县恒山九天宫
山西,运城,解州关帝庙,4,25.0,4.7,1229.0,运城市解州镇西关
山西,运城,永乐宫,4,25.0,4.7,376.0,运城市芮城县以北约2公里古魏镇上
山西,运城,普救寺,4,25.0,4.5,424.0,永济市蒲州镇西厢村的塬上
山西,运城,李家大院,4,0.0,4.7,632.0,运城市万荣县阎景村
山西,运城,运城盐湖,4,0.0,4.4,942.0,运城市盐湖区城南（距离池神庙3公里处）
山西,运城,神潭大峡谷,4,30.0,4.5,747.0,运城永济市永济电机厂南2公里处水峪口村
山西,运城,鹳雀楼,0,23.0,4.4,517.0,运城市永济市蒲州古城西向的黄河东岸
山西,运城,五老峰,4,30.0,4.4,312.0,永济市市区东南16公里的中条山脉
山西,运城,舜帝陵,4,0.0,4.4,73.0,运城市盐湖区北相镇西曲马村
山西,运城,蒲津渡遗址,0,25.0,4.3,302.0,运城市永济市蒲州镇西厢村
山西,运城,山西垣曲历山风景区,4,22.0,4.3,40.0,山西省运城市垣曲县中条南大街历山旅游
山西,运城,风陵渡,0,0.0,4.3,52.0,运城市芮城县
山西,运城,南风广场,0,0.0,4.5,91.0,运城河东东街
山西,运城,常平关帝家庙,0,0.0,4.3,44.0,运城市盐湖区解州镇常平村
山西,运城,瑶台山,0,0.0,4.4,22.0,运城市夏县县城以东二公里的中条山前沿
山西,运城,堆云洞,0,0.0,4.4,24.0,运城市夏县水头镇上牛村堆云洞
山西,运城,龙兴寺,2,0.0,4.3,27.0,新绛县县城北大街
山西,运城,后土祠,0,0.0,4.2,29.0,运城市万荣县荣河镇庙前村的黄河岸边
山西,运城,万固寺,0,0.0,4.2,15.0,运城市永济市蒲州镇
山西,运城,雪花山,0,0.0,4.0,50.0,永济市东雪花山风景区
山西,运城,历山舜王坪景区,0,40.0,4.2,42.0,运城市垣曲县历山镇
山西,运城,芮城古文化遗址群,0,0.0,4.6,15.0,运城市芮城县
山西,运城,紫云寺,0,0.0,4.0,13.0,运城市绛县南樊镇沸泉村
山西,运城,宰相村,0,0.0,4.4,18.0,运城市闻喜县礼元镇裴柏村
山西,运城,圣天湖,0,25.0,4.2,55.0,运城市芮城县城东南方20公里处的陌南镇黄河之滨
山西,运城,万荣笑话博览园,0,0.0,3.8,13.0,运城市万荣县高村乡
山西,运城,大禹渡黄河风景区,0,38.0,4.0,52.0,运城市芮城县永乐北街
山西,运城,两栖爬行动物馆,0,0.0,4.4,24.0,运城市盐湖区红旗西街西花园内薰风楼
山西,运城,池神庙,0,0.0,3.7,27.0,运城市盐池北岸
山西,运城,孤峰山景区,0,25.0,4.2,9.0,运城万荣县城南8公里
山西,运城,东下冯遗址,0,0.0,5.0,5.0,运城市夏县埝掌镇东下冯村
山西,运城,司马光墓,0,0.0,4.2,9.0,运城市夏县水头镇小晁
山西,运城,九龙庙,0,0.0,4.4,22.0,运城市河津市紫金山麓
山西,运城,绛北大峡谷,0,0.0,4.1,32.0,运城市绛县么里镇境内
山西,运城,架桑漂流,0,0.0,4.2,5.0,运城市夏县泗交镇架桑漂流度假村。
山西,运城,王官峪风景区,0,0.0,4.3,10.0,运城市永济市
山西,运城,泛舟禅师塔,0,0.0,3.8,5.0,运城市西北方向约5公里
山西,运城,绛守居园池,0,0.0,4.3,16.0,运城市新绛县城西
山西,运城,凤凰欢乐谷,0,0.0,4.1,19.0,运城市凤凰谷东沟
山西,运城,永济五老峰索道,0,0.0,4.1,14.0,运城市永济市五老峰景区内
山西,运城,大天鹅景区,0,0.0,5.0,2.0,运城市平陆县三湾村
山西,运城,柳隐山大峡谷风景区,0,0.0,4.3,9.0,运城市永济市虞乡镇南二公里
山西,运城,扁鹊墓与扁鹊庙,0,0.0,3.5,11.0,运城市永济市虞乡镇扁鹊庙
山西,运城,山西省永乐宫壁画艺术博物馆,0,0.0,4.9,27.0,永乐北路78号
山西,运城,关帝影视城,0,0.0,4.5,11.0,运城市城盐湖区东郭镇中条山腹地
山西,临汾,黄河壶口瀑布风景名胜区,4,0.0,4.6,5874.0,临汾市吉县壶口镇
山西,临汾,洪洞大槐树寻根祭祖园,5,75.0,4.5,1470.0,临汾市洪洞县古槐北路公园街002号
山西,临汾,尧庙,4,35.0,4.2,540.0,临汾市尧都区尧庙村
山西,临汾,云丘山景区,5,90.0,4.3,477.0,临汾乡宁县关王庙乡大河村、坂儿上村境内
山西,临汾,华门,4,35.0,4.3,305.0,临汾市南4公里处（尧庙广场的西面）
山西,临汾,广胜寺,0,45.0,4.5,318.0,临汾市洪洞县广胜寺镇
山西,临汾,苏三监狱,0,36.0,3.8,245.0,临汾市洪洞县
山西,临汾,古县牡丹文化旅游区,4,0.0,4.4,33.0,临汾市古县西南20公里的石壁乡三合村
山西,临汾,霍州署,0,38.0,4.4,143.0,临汾市霍州鼓楼
山西,临汾,飞虹塔,0,0.0,4.7,52.0,临汾市洪洞县544县道
山西,临汾,平阳鼓楼,0,0.0,4.4,121.0,山西省临汾市尧都区鼓楼东大街与鼓楼北大街交叉口旁
山西,临汾,小西天,0,32.0,4.4,76.0,临汾市隰县城西北1公里凤凰山
山西,临汾,古城公园,0,0.0,4.6,68.0,临汾市尧都区古城街
山西,临汾,丁村民俗博物馆,0,21.0,4.3,52.0,临汾市襄汾县丁村
山西,临汾,东岳庙,0,28.0,4.6,38.0,临汾市蒲县城东2公里柏山之巅
山西,临汾,龙澍峪旅游风景区,0,45.0,4.3,43.0,临汾市襄汾县黄崖村
山西,临汾,大云寺,0,0.0,4.0,43.0,临汾市尧都区山西师范大学北1门口
山西,临汾,晋国博物馆,0,48.0,4.7,98.0,临汾市曲沃县曲村镇晋国博物馆
山西,临汾,姑射山,0,0.0,4.3,14.0,临汾市尧都区金殿镇姑射村
山西,临汾,丁村遗址,0,0.0,4.1,13.0,临汾市襄汾县县城以南约4公里
山西,临汾,雁塔,0,0.0,4.8,13.0,临汾霍州市城关镇南坛村东南一山丘上
山西,临汾,临汾博物馆,0,0.0,4.5,23.0,山西省临汾市尧都区行知路
山西,临汾,霍州古楼,0,0.0,4.0,37.0,霍县城内中心
山西,临汾,尧陵,0,0.0,4.4,12.0,临汾市尧都区
山西,临汾,山西师范大学,0,0.0,4.9,40.0,临汾市尧都区贡院街一号
山西,临汾,师家大院,0,0.0,4.7,21.0,临汾市汾西县城东南5公里的僧念镇师家沟村
山西,临汾,陶唐峪,0,0.0,4.0,29.0,临汾市霍州市陶唐峪乡
山西,临汾,仙洞沟风景名胜区,0,35.0,4.1,10.0,临汾市尧都区城西25公里
山西,临汾,古城大院,0,0.0,4.4,17.0,临汾市尧都区古城街古城公园
山西,临汾,云丘山冰洞群,0,0.0,4.5,36.0,临汾乡宁县关王庙乡大河村
山西,临汾,临汾烈士陵园,0,0.0,4.2,29.0,山西省临汾市尧都区境内
山西,临汾,丁村文化陈列馆,0,0.0,3.0,8.0,临汾市襄汾县丁村
山西,临汾,关帝庙,0,0.0,4.5,40.0,临汾市洪洞县大槐树镇南官庄恒富东大街关帝庙
山西,临汾,千佛洞,0,0.0,4.6,5.0,临汾市乡宁县915乡道
山西,临汾,彭真故居,4,0.0,4.5,39.0,山西省侯马市垤上村东南角
山西,临汾,晋国古城,0,0.0,4.5,8.0,山西省临汾侯马市西北部
山西,临汾,中国尧帝陵,0,35.0,4.4,10.0,临汾市尧都区
山西,临汾,人祖山景区,4,50.0,3.8,52.0,临汾市吉县屯里镇桃园村口
山西,临汾,双龙湖湿地公园,0,0.0,4.7,6.0,临汾市襄汾县境内
山西,临汾,陶寺遗址,0,0.0,4.4,9.0,山西省临汾市襄汾县陶寺镇陶寺村
山西,临汾,克难坡景区,0,0.0,4.5,12.0,临汾市吉县(距黄河壶口瀑布10公里)
山西,临汾,临汾汾河公园,4,0.0,4.9,14.0,山西省临汾尧都区滨河西路
山西,临汾,尧王台景区,0,0.0,4.0,2.0,临汾市尧都区尧庙伊村
山西,临汾,黄河蛇曲国家地质公园,0,0.0,4.8,6.0,山西省临汾市永和县阁底乡
山西,临汾,挂甲山石刻,0,0.0,4.6,7.0,山西省吉县许挂甲山
宁夏,银川,镇北堡西部影城,5,76.0,4.6,12565.0,银川市西夏区镇北堡110国道路东
宁夏,银川,西夏陵国家考古遗址公园,4,54.0,4.4,3990.0,银川市西夏区贺兰山东麓
宁夏,银川,宁夏水洞沟旅游区,5,60.0,4.5,3933.0,银川市灵武市临河镇水洞沟景区（距银川市19公里，距银川河东机场11公里）
宁夏,银川,贺兰山岩画,4,65.0,4.5,3053.0,银川市区贺兰县西北贺兰山国家级自然保护区内
宁夏,银川,鼓楼,0,0.0,4.3,351.0,银川市兴庆区解放东街和鼓楼南北街十字路口
宁夏,银川,宁夏博物馆,0,0.0,4.5,375.0,银川市金凤区人民广场东街6号
宁夏,银川,宁夏川民俗园,4,0.0,4.0,752.0,银川市永宁县城西高速路口
宁夏,银川,贺兰山国家森林公园,4,55.0,4.4,462.0,银川市市区西北贺兰山国家级自然保护区内
宁夏,银川,黄沙古渡原生态旅游区,4,188.0,4.6,729.0,银川市兴庆区月牙湖
宁夏,银川,玉皇阁,0,0.0,4.3,233.0,银川市兴庆区玉皇阁北街2号
宁夏,银川,贺兰山风景区,4,0.0,4.6,217.0,银川市西夏区102省道
宁夏,银川,南门楼,0,0.0,4.2,275.0,银川市兴庆区南华东路(中山南街口)
宁夏,银川,南关清真大寺,0,0.0,4.1,236.0,银川市兴庆区宁夏牛街10号
宁夏,银川,银川鸣翠湖国家湿地公园,4,20.0,4.4,313.0,银川市兴庆区掌政镇东侧
宁夏,银川,海宝塔,0,0.0,4.5,167.0,银川市兴庆区老城北郊
宁夏,银川,承天寺塔,0,0.0,4.3,222.0,银川市兴庆区利民街121号
宁夏,银川,中山公园,0,0.0,4.5,148.0,银川市北京东路152号
宁夏,银川,红山堡,0,0.0,4.4,59.0,银川市灵武市东北33公里的水洞沟旧石器文化遗址以东4公里处
宁夏,银川,西夏风情园,0,30.0,4.4,395.0,银川市北京西路1496号西夏广场斜对面
宁夏,银川,黄河军事文化博览园,4,45.0,4.4,98.0,银川市滨河新区s203省道往陶乐方向。（距临河收费站10公里处）
宁夏,银川,拜寺口双塔,0,0.0,4.4,78.0,银川市贺兰县贺兰山东麓拜寺口
宁夏,银川,张裕摩塞尔十五世酒庄,0,80.0,4.4,443.0,银川市西夏区经济技术开发区六盘山路359号
宁夏,银川,阅海公园,0,10.0,4.2,83.0,银川市金凤区满城北街
宁夏,银川,宁园,0,0.0,4.3,90.0,银川市兴庆区解放东街100号
宁夏,银川,滚钟口,0,0.0,4.5,157.0,银川市西夏区西北35公里处的贺兰山东麓
宁夏,银川,纳家户清真寺,0,0.0,4.2,41.0,银川市永宁县杨和乡纳家户村
宁夏,银川,宁夏科技馆,0,0.0,4.5,67.0,银川市金凤区人民广场西街
宁夏,银川,三关口明长城,0,0.0,4.3,39.0,银川市西40余公里的贺兰山南部
宁夏,银川,金水园,0,0.0,4.1,15.0,银川市兴庆区黄河大桥北侧
宁夏,银川,鹤泉湖,0,0.0,4.5,20.0,银川市以南杨和乡永红村境内
宁夏,银川,南门广场,0,0.0,4.3,97.0,宁夏回族自治区银川市兴庆区南门广场（南薰东街与中山南街交叉口）
宁夏,银川,月亮门,0,0.0,4.5,79.0,镇北堡影视城
宁夏,银川,中阿之轴,0,0.0,4.6,125.0,银川市金凤区丰登镇环一路中阿之轴
宁夏,银川,华夏珍奇艺术城,0,0.0,4.4,22.0,银川市西夏区镇苏路华西村
宁夏,银川,黄河横城旅游休闲度假区,4,0.0,3.7,29.0,银川市兴庆区黄河大桥北侧
宁夏,银川,中国枸杞馆,0,0.0,4.4,39.0,银川市德胜工业园区德成路1号
宁夏,银川,宁夏园艺产业园,0,43.0,4.5,83.0,银川市贺兰县园艺路宁夏园艺产业园
宁夏,银川,宏佛塔,0,0.0,4.1,11.0,银川市贺兰县潘昶乡王澄村南面的一处废寺内
宁夏,银川,白芨滩自然保护区,0,0.0,4.4,21.0,银川市灵武市307国道旁
宁夏,银川,长流水生态旅游区,0,0.0,3.9,41.0,银川市灵武市白土岗乡长流水生态旅游区
宁夏,银川,银川多宝塔,0,0.0,4.4,9.0,银川市永宁县
宁夏,银川,银川当代美术馆,0,0.0,4.5,68.0,银川市兴庆区禾乐路12号
宁夏,银川,视城一条街,0,0.0,4.5,46.0,镇北堡影视城
宁夏,银川,塔林,0,0.0,4.3,36.0,镇北堡影视城
宁夏,银川,拜寺口方塔遗址,0,0.0,4.3,8.0,银川市贺兰山拜寺口
宁夏,中卫,沙坡头,5,45.0,4.6,9315.0,宁夏回族自治区中卫市沙坡头区迎水桥镇
宁夏,中卫,金沙岛,4,25.0,4.4,510.0,中卫市沙坡头区市辖区
宁夏,中卫,中卫高庙,0,0.0,4.5,553.0,中卫市沙坡头区高庙景区
宁夏,中卫,鼓楼,0,0.0,4.3,136.0,中卫市沙坡头区鼓楼南街14号
宁夏,中卫,寺口子,0,55.0,4.5,108.0,中卫市沙坡头区宣和镇南20公里处
宁夏,中卫,黄河宫,0,16.0,4.2,192.0,中卫市沙坡头区黄河大桥向西1公里
宁夏,中卫,腾格里•金沙海,0,0.0,4.5,110.0,宁夏回族自治区中卫市沙坡头区沙坡头旅游景区北侧
宁夏,中卫,黄河3D玻璃桥,0,0.0,4.2,59.0,中卫市沙坡头区沙坡头景区南区
宁夏,中卫,沙漠扶梯,0,0.0,4.4,64.0,中卫市沙坡头区沙坡头南区内
宁夏,中卫,石空大佛寺,0,0.0,4.2,20.0,中宁市中宁县
宁夏,中卫,腾格里沙漠,0,0.0,4.8,70.0,中卫市沙坡头区
宁夏,中卫,北长滩,0,0.0,4.5,30.0,中卫市沙坡头区迎水桥镇西南32公里处的黄河北岸
宁夏,中卫,黄河水车,0,0.0,4.3,21.0,中卫市沙坡头区，距沙坡头7公里。
宁夏,中卫,白马拉缰,0,0.0,4.3,36.0,中卫市沙坡头区黄河北岸
宁夏,中卫,水稍子,0,0.0,3.8,18.0,中卫市沙坡头区
宁夏,中卫,柳州城址,0,0.0,4.9,7.0,中卫市海原县
宁夏,中卫,马场湖生态旅游区,0,0.0,4.3,6.0,中卫市沙坡头区迎水桥镇
宁夏,中卫,灵光寺,0,0.0,4.5,4.0,中卫市海原县南华山西麓
宁夏,中卫,海原清真大寺,0,0.0,4.3,11.0,海原县
宁夏,中卫,老君台,0,0.0,3.9,7.0,中卫常乐镇境内
宁夏,中卫,西安州城址,0,0.0,3.8,6.0,中卫市海原县206乡道
宁夏,中卫,南长滩村,0,0.0,3.7,8.0,中卫市沙坡头区
宁夏,中卫,双狮山,0,0.0,4.2,11.0,中卫市沙坡头对面
宁夏,中卫,王维观景台,0,0.0,4.5,57.0,中卫市沙坡头区沙坡头景区内
宁夏,中卫,大漠风情景区,0,0.0,4.5,13.0,中卫市沙坡头区迎闫路与小湖路交汇处
宁夏,中卫,河滨公园,0,0.0,4.6,8.0,距中卫城区3公里
宁夏,中卫,宁夏九龙湾风景区,0,0.0,4.8,11.0,中卫市城区西20公里处
宁夏,中卫,沙坡头缆车,0,0.0,5.0,5.0,中卫市沙坡头区迎水桥镇沙坡头景区沙漠区内
宁夏,中卫,马万山,0,0.0,5.0,3.0,中卫市海原县
宁夏,中卫,大漠边关,0,0.0,3.8,6.0,中卫市沙坡头区机场北侧200米大漠边关景区（距市区9公里）
宁夏,中卫,九彩坪拱北,0,0.0,4.0,2.0,宁夏回族自治区中卫市海原县九彩坪乡九彩坪村
宁夏,中卫,羚羊寺,0,0.0,4.3,3.0,中卫市县宣和、永康两乡之间的羚羊村
宁夏,中卫,铁龙越沙,0,0.0,3.8,6.0,中卫市城区迎水桥镇向西的55公里路段
宁夏,中卫,泪泉,0,0.0,3.0,1.0,沙坡头旅游区内
宁夏,中卫,高墩湖,0,0.0,4.0,1.0,中卫市沙坡头区
宁夏,中卫,黄河滑索,0,0.0,4.6,14.0,中卫市沙坡头景区南区
宁夏,中卫,沙关古道,0,0.0,4.6,27.0,中卫市沙坡头区沙坡头景区北区
宁夏,中卫,龙宫生态旅游区,0,0.0,4.0,2.0,龙宫庙公路西200米
宁夏,中卫,白银平川红山寺石窟 ,0,0.0,5.0,3.0,甘肃省白银市平川区共和镇 730914
宁夏,中卫,腾格里沙漠湿地金沙岛旅游区,0,0.0,4.5,8.0,中卫腾格里沙漠湿地旅游区西北角(沙坡头机场向西七公里)
宁夏,中卫,沙漠博物馆,0,0.0,4.0,5.0,中卫市沙坡头区迎水桥镇旅游景区
宁夏,中卫,香山公园,0,0.0,4.2,10.0,宁夏回族自治区中卫市沙坡头区
宁夏,中卫,双龙石窟,0,0.0,4.5,2.0,中卫市中宁县石空大佛寺内
宁夏,中卫,站前广场(鼓楼北街),0,0.0,4.0,6.0,鼓楼北街附近
宁夏,中卫,光明寺,0,0.0,4.0,1.0,中卫市中宁县
宁夏,吴中,青铜峡108塔,0,0.0,4.3,147.0,青铜峡市青铜峡镇大坝下游西岸
宁夏,吴中,同心清真大寺,0,0.0,4.5,48.0,吴忠市同心县城以南
宁夏,吴中,青铜峡黄河大峡谷,4,95.0,4.3,328.0,吴忠市青铜峡市青铜峡镇（距银川市区65公里）
宁夏,吴中,黄河坛,0,40.0,4.2,43.0,吴忠市青铜峡市109国道1314段
宁夏,吴中,黄河楼,0,48.0,4.5,159.0,吴忠市青铜峡市黄河路与滨河大道交叉处
宁夏,吴中,哈巴湖,0,0.0,4.1,39.0,吴忠市盐池县王乐井乡
宁夏,吴中,吴忠清真寺,0,0.0,4.7,29.0,吴忠市区
宁夏,吴中,古城湾旅游区,0,0.0,3.7,10.0,古城湾旅游区
宁夏,吴中,古长城,0,0.0,4.1,13.0,吴忠市盐池县柳杨堡乡的上红沟粱至陕西省定边县界
宁夏,吴中,秦渠公园,0,0.0,4.5,19.0,胜利东路与文卫南街丁字路口向南20米
宁夏,吴中,牛首山寺庙群,0,0.0,4.0,14.0,吴忠青铜峡市牛首山
宁夏,吴中,青铜峡鸟岛,0,0.0,4.1,7.0,吴忠市青铜峡市
宁夏,吴中,花马寺,0,0.0,4.0,15.0,吴忠市盐池县
宁夏,吴中,十里长峡,0,0.0,4.2,5.0,吴忠市青铜峡市青铜峡旅游区
宁夏,吴中,罗山自然保护区,0,0.0,4.4,9.0,同心县境内
宁夏,吴中,灵应山石窟寺,0,0.0,3.7,6.0,吴忠市盐池县青山乡
宁夏,吴中,明王陵,0,0.0,4.0,3.0,吴忠市同心县
宁夏,吴中,云青寺,0,0.0,4.0,3.0,吴忠市同心县 ，罗山东麓
宁夏,吴中,左记沟,0,0.0,3.0,3.0,吴忠市盐池县西南13公里
宁夏,吴中,清真南寺,0,0.0,4.0,1.0,吴忠市同心县
宁夏,吴中,紫云观,0,0.0,4.5,2.0,青铜峡108塔景区内
宁夏,吴中,青铜峡旅游区 ,0,0.0,0.0,1.0,宁夏回族自治区青铜峡市宁夏平原中南部 751600
宁夏,吴中,宁夏移民博物馆,0,0.0,0.0,2.0,吴忠市红寺堡区文化西街
宁夏,吴中,盐池县博物馆,0,0.0,4.7,3.0,盐林南路
宁夏,吴中,王朝御马酒庄,0,0.0,4.0,2.0,宁夏回族自治区吴忠市青铜峡市古峡东街
宁夏,吴中,红军西征纪念堂,0,0.0,4.5,2.0,203省道预旺镇政府斜对面
宁夏,吴中,哈巴湖生态景观旅游区,0,0.0,0.0,2.0,宁夏回族自治区吴忠市盐池县
宁夏,吴中,吴忠BHG鲨鱼海洋乐园,0,0.0,0.0,0.0,吴忠市利通区明珠路滨河广场地下（新车站对面）北京华联超市
宁夏,吴中,同心县博物馆,0,0.0,0.0,0.0,同心县豫海镇新区庆王街
宁夏,吴中,白春兰冒贤治沙业绩园,0,0.0,0.0,0.0,盐池县花马池镇沙边子村
